work_id,state,district,loksabha_constituency,mp_name,implementing_agency_name,agency_id,work_name,work_description,status,date,amount_inr
WS/KE14/2017/00784,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Construction of vendor market shed, Behind Degree College","Construction of vendor market shed, Behind Degree College",New Recommendation,2017-05-18,397573.0
WS/KE14/2017/00785,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Construction of library-cum-reading room, Vivekananda Nagar","Construction of library-cum-reading room, Vivekananda Nagar",Financial Sanction Approved,2017-06-03,1789732.2
WS/KE14/2017/00786,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Repair and upgradation of health sub-centre, Vivekananda Nagar - Package 2","Repair and upgradation of health sub-centre, Vivekananda Nagar - Package 2",Financial Sanction Approved,2017-08-25,335666.89
WS/KE14/2017/00787,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Construction of anganwadi centre at Sector 1 - Stage II,Construction of anganwadi centre at Sector 1 - Stage II,Financial Sanction Approved,2017-08-26,408026.59
WS/KE14/2017/00788,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Construction of drainage system in Rajiv Nagar,Construction of drainage system in Rajiv Nagar,Financial Sanction Approved,2017-09-06,1084831.46
WS/KE14/2017/00789,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Construction of compound wall for panchayat land, Sector 25","Construction of compound wall for panchayat land, Sector 25 under MPLADS",Financial Sanction Approved,2017-10-09,717225.69
WS/KE14/2017/00790,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Construction of drinking water tank in Opposite Government School,Construction of drinking water tank in Opposite Government School under MPLADS,Financial Sanction Approved,2017-10-27,610667.17
WS/KE14/2017/00791,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Fencing and gate installation, Behind Degree College - Package 2","Fencing and gate installation, Behind Degree College - Package 2 under MPLADS",Financial Sanction Approved,2017-11-14,388838.85
WS/KE14/2017/00792,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Renovation of veterinary dispensary, Sector 1 - Phase 2","Renovation of veterinary dispensary, Sector 1 - Phase 2",Work in Progress,2017-11-08,429091.27
WS/KE14/2018/00793,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Construction of cattle shed under group scheme, Behind Degree College","Construction of cattle shed under group scheme, Behind Degree College under MPLADS",Work in Progress,2018-02-23,395338.63
WS/KE14/2018/00794,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Widening of approach road to Rajiv Nagar,Widening of approach road to Rajiv Nagar under MPLADS,Financial Sanction Approved,2018-02-07,319293.84
WS/KE14/2018/00795,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Construction of library-cum-reading room, Sector 19","Construction of library-cum-reading room, Sector 19 under MPLADS",Financial Sanction Approved,2018-03-18,538830.29
WS/KE14/2018/00796,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Renovation of primary school building, Beside Anganwadi Centre - Stage II","Renovation of primary school building, Beside Anganwadi Centre - Stage II",Work in Progress,2018-03-26,696096.47
WS/KE14/2018/00797,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Construction of compound wall for panchayat land, Sector 22","Construction of compound wall for panchayat land, Sector 22",Work in Progress,2018-11-19,464365.1
WS/KE14/2018/00798,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Repair and upgradation of health sub-centre, Vivekananda Nagar","Repair and upgradation of health sub-centre, Vivekananda Nagar",Financial Sanction Approved,2018-11-12,554701.59
WS/KE14/2019/00799,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Renovation of veterinary dispensary, Vivekananda Nagar - Package 2","Renovation of veterinary dispensary, Vivekananda Nagar - Package 2 under MPLADS",Financial Sanction Approved,2019-02-10,342945.87
WS/KE14/2019/00800,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Construction of ambulance shed at Rajiv Nagar - Additional Works,Construction of ambulance shed at Rajiv Nagar - Additional Works,New Recommendation,2019-02-19,387288.63
WS/KE14/2019/00801,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Construction of RCC road from Sector 22 - Stage II,Construction of RCC road from Sector 22 - Stage II under MPLADS,Financial Sanction Approved,2019-02-22,202791.69
WS/KE14/2019/00802,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Installation of hand pump at Sector 1 - Additional Works,Installation of hand pump at Sector 1 - Additional Works under MPLADS,Work in Progress,2019-03-04,609186.39
WS/KE14/2019/00803,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Construction of bus shelter at Rajiv Nagar,Construction of bus shelter at Rajiv Nagar,New Recommendation,2019-03-06,669107.96
WS/KE14/2019/00804,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Renovation of primary school building, Sector 25 - Stage II","Renovation of primary school building, Sector 25 - Stage II under MPLADS",Financial Sanction Approved,2019-05-09,1078355.23
WS/KE15/2015/00805,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Installation of RO water purification plant, Block 1","Installation of RO water purification plant, Block 1 under MPLADS",New Recommendation,2015-06-11,641429.58
WS/KE15/2015/00806,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Construction of ramp for divyang accessibility, Block 15","Construction of ramp for divyang accessibility, Block 15",New Recommendation,2015-06-03,500638.35
WS/KE15/2015/00807,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Renovation of veterinary dispensary, Near Panchayat Office - Package 2","Renovation of veterinary dispensary, Near Panchayat Office - Package 2",New Recommendation,2015-06-19,497846.27
WS/KE15/2016/00808,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,Construction of ambulance shed at Block 21 - Additional Works,Construction of ambulance shed at Block 21 - Additional Works under MPLADS,Financial Sanction Approved,2016-02-12,522942.8
WS/KE15/2016/00809,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Construction of library-cum-reading room, Near Panchayat Office","Construction of library-cum-reading room, Near Panchayat Office under MPLADS",Financial Sanction Approved,2016-02-22,820726.23
WS/KE15/2016/00810,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Construction of library-cum-reading room, Beside Bus Stand","Construction of library-cum-reading room, Beside Bus Stand",Financial Sanction Approved,2016-02-18,789777.54
WS/KE15/2016/00811,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Installation of RO water purification plant, Near Anganwadi Centre - Stage II","Installation of RO water purification plant, Near Anganwadi Centre - Stage II",Work in Progress,2016-03-25,1446411.18
WS/KE15/2016/00812,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Renovation of veterinary dispensary, Beside Bus Stand - Additional Works","Renovation of veterinary dispensary, Beside Bus Stand - Additional Works",New Recommendation,2016-04-09,608087.3
WS/KE15/2016/00813,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panch. Samiti,agy_0031,Construction of retaining wall near Near Anganwadi Centre - Phase 1,Construction of retaining wall near Near Anganwadi Centre - Phase 1,New Recommendation,2016-04-21,1322167.56
WS/KE15/2016/00814,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,Construction of Adjacent to Crematorium community hall - Package 2,Construction of Adjacent to Crematorium community hall - Package 2 under MPLADS,Financial Sanction Approved,2016-09-10,399748.6
WS/KE15/2016/00815,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,Widening of approach road to Block 15 - Phase 1,Widening of approach road to Block 15 - Phase 1 under MPLADS,Financial Sanction Approved,2016-09-27,1488866.29
WS/KE15/2016/00816,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,Installation of hand pump at Block 21 - Phase 2,Installation of hand pump at Block 21 - Phase 2 under MPLADS,Financial Sanction Approved,2016-11-05,1140610.6
WS/KE15/2016/00817,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,Construction of bus shelter at Beside Bus Stand - Package 2,Construction of bus shelter at Beside Bus Stand - Package 2,New Recommendation,2016-11-17,1640342.15
WS/KE15/2016/00818,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Installation of transformer and electric poles, Adjacent to Bus Stand","Installation of transformer and electric poles, Adjacent to Bus Stand under MPLADS",Financial Sanction Approved,2016-12-11,721744.78
WS/KE15/2016/00819,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Installation of RO water purification plant, Beside Bus Stand","Installation of RO water purification plant, Beside Bus Stand",Financial Sanction Approved,2016-12-08,906199.07
WS/KE15/2017/00820,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Construction of library-cum-reading room, Adjacent to Crematorium - Additional Works","Construction of library-cum-reading room, Adjacent to Crematorium - Additional Works",New Recommendation,2017-04-17,912255.27
WS/KE15/2017/00823,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,Construction of open-air gymnasium at Near Anganwadi Centre - Additional Works,Construction of open-air gymnasium at Near Anganwadi Centre - Additional Works under MPLADS,Financial Sanction Approved,2017-05-03,482963.36
WS/KE15/2017/00824,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,Construction of ambulance shed at Beside Bus Stand,Construction of ambulance shed at Beside Bus Stand,New Recommendation,2017-05-16,489157.26
WS/KE15/2017/00825,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panch. Samiti,agy_0031,Construction of Opposite Community Hall community hall,Construction of Opposite Community Hall community hall,New Recommendation,2017-05-13,825153.71
WS/KE15/2017/00826,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Laying of paver blocks on internal road, Near Panchayat Office - Stage II","Laying of paver blocks on internal road, Near Panchayat Office - Stage II",New Recommendation,2017-08-15,575601.3
WS/KE15/2017/00827,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Construction of community toilet block, Block 21 - Package 2","Construction of community toilet block, Block 21 - Package 2 under MPLADS",Financial Sanction Approved,2017-08-02,592902.41
WS/KE15/2017/00828,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,Electrification of internal streets in Beside Bus Stand - Phase 2,Electrification of internal streets in Beside Bus Stand - Phase 2,New Recommendation,2017-08-18,891460.2
WS/KE15/2017/00829,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Desilting and repair of village pond, Adjacent to Bus Stand","Desilting and repair of village pond, Adjacent to Bus Stand",Financial Sanction Approved,2017-09-20,709264.54
WS/KE15/2017/00830,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Fencing and gate installation, Ward 23","Fencing and gate installation, Ward 23",Work in Progress,2017-09-16,1023003.7
WS/KE15/2018/00831,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Renovation of panchayat office building, Beside Bus Stand - Stage II","Renovation of panchayat office building, Beside Bus Stand - Stage II",Financial Sanction Approved,2018-05-21,541216.67
WS/KE15/2018/00832,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Desilting and repair of village pond, Block 1","Desilting and repair of village pond, Block 1",New Recommendation,2018-05-03,496680.62
WS/KE15/2018/00833,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panch. Samiti,agy_0031,Construction of anganwadi centre at Block 1 - Package 2,Construction of anganwadi centre at Block 1 - Package 2,Financial Sanction Approved,2018-05-04,432026.43
WS/KE15/2018/00834,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Installation of RO water purification plant, Near Anganwadi Centre - Phase 1","Installation of RO water purification plant, Near Anganwadi Centre - Phase 1",Financial Sanction Approved,2018-07-01,980060.51
WS/KE15/2018/00835,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panch. Samiti,agy_0031,"Construction of ramp for divyang accessibility, Block 15","Construction of ramp for divyang accessibility, Block 15",New Recommendation,2018-07-21,1424864.1
WS/KE15/2018/00836,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,Construction of crematorium shed at Near Anganwadi Centre - Stage II,Construction of crematorium shed at Near Anganwadi Centre - Stage II,Financial Sanction Approved,2018-07-05,804734.41
WS/KE15/2018/00837,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Repair of playground and sports facility, Block 21 - Stage II","Repair of playground and sports facility, Block 21 - Stage II under MPLADS",Work in Progress,2018-08-04,340431.8
WS/KE15/2018/00838,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Repair and upgradation of health sub-centre, Beside Bus Stand - Phase 1","Repair and upgradation of health sub-centre, Beside Bus Stand - Phase 1 under MPLADS",Financial Sanction Approved,2018-08-11,733793.25
WS/KE15/2018/00839,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Repair of playground and sports facility, Near Anganwadi Centre - Phase 1","Repair of playground and sports facility, Near Anganwadi Centre - Phase 1 under MPLADS",Financial Sanction Approved,2018-08-01,551430.05
WS/KE15/2018/00840,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panch. Samiti,agy_0031,"Repair and upgradation of health sub-centre, Ward 23","Repair and upgradation of health sub-centre, Ward 23",New Recommendation,2018-09-06,2118893.56
WS/KE15/2018/00841,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Construction of community toilet block, Adjacent to Crematorium - Phase 2","Construction of community toilet block, Adjacent to Crematorium - Phase 2",New Recommendation,2018-11-13,1543792.14
WS/KE15/2019/00842,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Installation of RO water purification plant, Near Anganwadi Centre","Installation of RO water purification plant, Near Anganwadi Centre under MPLADS",Financial Sanction Approved,2019-04-10,636562.75
WS/KE15/2019/00843,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Panchayat Samiti,agy_0030,"Construction of ramp for divyang accessibility, Block 15 - Stage II","Construction of ramp for divyang accessibility, Block 15 - Stage II",New Recommendation,2019-04-03,1378216.25
WS/KE16/2015/00844,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Municipal Corporation,agy_0029,Construction of RCC road from Opposite Crematorium - Phase 1,Construction of RCC road from Opposite Crematorium - Phase 1 under MPLADS,Financial Sanction Approved,2015-06-15,1889111.82
WS/KE16/2015/00845,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Municipal Corporation,agy_0029,"Renovation of primary school building, Behind Primary Health Centre","Renovation of primary school building, Behind Primary Health Centre",Financial Sanction Approved,2015-07-27,1215506.2
WS/KE16/2015/00846,Kerala,Thrissoor,Thrissur,Shri C. N. Jayadevan,Thrissur Municipal Corporation,agy_0029,"Repair of playground and sports facility, Gandhi Chowk","Repair of playground and sports facility, Gandhi Chowk under MPLADS",Financial Sanction Approved,2015-07-20,585109.79
