state,district,loksabha_constituency,house_name,mp_type,mp_name,implementing_agency_name,work_id,work_name,work_description,work_category,sanction_date,sanction_amount,units,status,image_status
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Div Jagatsinghpur,WS/JAG775/2022/01538,Construction of CC Road from Ward 12 to Outer Ring Road,Construction of CC Road from Ward 12 to Outer Ring Road. Approved under MPLADS scheme guidelines. Phase 3 execution.,Roads & Bridges,09-01-2022,499038,sanction_amount in Rupees,Work Completed,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG711/2022/01539,Desilting and Renovation of Village Water Pond at Primary Health Centre,Desilting and Renovation of Village Water Pond at Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,11-03-2022,278680,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B DIVISION JAGATSINGHPUR,WS/JAG353/2022/01540,Overhead Drinking Water Reservoir & Distribution Line at Primary Health Centre,Overhead Drinking Water Reservoir & Distribution Line at Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,23-03-2022,399550,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,r&b division jagatsinghpur,WS/JAG460/2022/01541,High-Mast LED Street Lighting System across 8 junctions in Ward 12,High-Mast LED Street Lighting System across 8 junctions in Ward 12. Approved under MPLADS scheme guidelines. Phase 3 execution.,Public Infrastructure & Community Halls,01-03-2022,293727,sanction_amount in Rupees,Work Completed,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG934/2022/01542,Community Public Sanitation Block with Bio-Digester at Sector 4,Community Public Sanitation Block with Bio-Digester at Sector 4. Approved under MPLADS scheme guidelines. Phase 4 execution.,Water Supply & Sanitation,09-03-2022,471303,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG727/2022/01543,Procurement of Advance Life Support Ambulance for Sub-district Hospital Canal Bridge,Procurement of Advance Life Support Ambulance for Sub-district Hospital Canal Bridge. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,17-04-2022,627569,sanction_amount in Rupees,Administrative Sanction Accorded,No
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG437/2022/01544,Addition of Two Classrooms and Laboratory Block at Govt High School Govt School Campus,Addition of Two Classrooms and Laboratory Block at Govt High School Govt School Campus. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,10-04-2022,650773,sanction_amount in Rupees,Work Completed,No
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG983/2022/01545,Overhead Drinking Water Reservoir & Distribution Line at Govt School Campus,Overhead Drinking Water Reservoir & Distribution Line at Govt School Campus. Approved under MPLADS scheme guidelines. Phase 3 execution.,Water Supply & Sanitation,22-04-2022,552446,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B DIVISION JAGATSINGHPUR,WS/JAG645/2022/01546,Addition of Two Classrooms and Laboratory Block at Govt High School Outer Ring Road,Addition of Two Classrooms and Laboratory Block at Govt High School Outer Ring Road. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,11-06-2022,1110572,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG523/2022/01547,Community Public Sanitation Block with Bio-Digester at Canal Bridge,Community Public Sanitation Block with Bio-Digester at Canal Bridge. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,01-06-2022,1588992,sanction_amount in Rupees,Work Completed,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG726/2022/01548,Overhead Drinking Water Reservoir & Distribution Line at Main Bazaar,Overhead Drinking Water Reservoir & Distribution Line at Main Bazaar. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,01-07-2022,619247,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B DIVISION JAGATSINGHPUR,WS/JAG898/2022/01549,Overhead Drinking Water Reservoir & Distribution Line at Gram Panchayat Office,Overhead Drinking Water Reservoir & Distribution Line at Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,12-07-2022,536062,sanction_amount in Rupees,Work Completed,No
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG603/2022/01550,Procurement of Advance Life Support Ambulance for Sub-district Hospital Outer Ring Road,Procurement of Advance Life Support Ambulance for Sub-district Hospital Outer Ring Road. Approved under MPLADS scheme guidelines. Phase 3 execution.,Health & Education,06-07-2022,1083495,sanction_amount in Rupees,Work Completed,No
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,r&b division jagatsinghpur,WS/JAG787/2022/01551,Bituminous Road Overhaul between Village Sector 4 and Main Highway,Bituminous Road Overhaul between Village Sector 4 and Main Highway. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,14-09-2022,1098364,sanction_amount in Rupees,Financial Sanction Approved,No
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG987/2022/01552,Emergency Interlock Tile Pavement near Shiv Mandir Chowk,Emergency Interlock Tile Pavement near Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,16-09-2022,616457,sanction_amount in Rupees,Work Completed,No
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG685/2022/01553,Procurement of Advance Life Support Ambulance for Sub-district Hospital Railway Station Road,Procurement of Advance Life Support Ambulance for Sub-district Hospital Railway Station Road. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,20-10-2022,2209813,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG140/2022/01554,Addition of Two Classrooms and Laboratory Block at Govt High School Gram Panchayat Office,Addition of Two Classrooms and Laboratory Block at Govt High School Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,13-11-2022,699287,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG392/2022/01555,Emergency Interlock Tile Pavement near Bus Stand,Emergency Interlock Tile Pavement near Bus Stand. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,10-11-2022,625976,sanction_amount in Rupees,Work Completed,No
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG761/2022/01556,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Govt School Campus,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Govt School Campus. Approved under MPLADS scheme guidelines. Phase 3 execution.,Health & Education,05-11-2022,688329,sanction_amount in Rupees,Work Completed,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B DIVISION JAGATSINGHPUR,WS/JAG523/2022/01557,Emergency Interlock Tile Pavement near Govt School Campus,Emergency Interlock Tile Pavement near Govt School Campus. Approved under MPLADS scheme guidelines. Phase 4 execution.,Roads & Bridges,18-11-2022,370921,sanction_amount in Rupees,Work Completed,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Div Jagatsinghpur,WS/JAG828/2023/01558,Desilting and Renovation of Village Water Pond at Main Bazaar,Desilting and Renovation of Village Water Pond at Main Bazaar. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,23-01-2023,339440,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B DIVISION JAGATSINGHPUR,WS/JAG824/2023/01559,Construction of CC Road from Kalyan Puram to Shiv Mandir Chowk,Construction of CC Road from Kalyan Puram to Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,12-01-2023,420704,sanction_amount in Rupees,Work Completed,No
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG679/2023/01560,Procurement of Advance Life Support Ambulance for Sub-district Hospital Ward 12,Procurement of Advance Life Support Ambulance for Sub-district Hospital Ward 12. Approved under MPLADS scheme guidelines. Phase 3 execution.,Health & Education,06-01-2023,455880,sanction_amount in Rupees,Administrative Sanction Accorded,No
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG416/2023/01561,Overhead Drinking Water Reservoir & Distribution Line at Canal Bridge,Overhead Drinking Water Reservoir & Distribution Line at Canal Bridge. Approved under MPLADS scheme guidelines. Phase 4 execution.,Water Supply & Sanitation,02-01-2023,238184,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG975/2023/01562,Emergency Interlock Tile Pavement near Gram Panchayat Office,Emergency Interlock Tile Pavement near Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,01-02-2023,947691,sanction_amount in Rupees,Work Completed,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG519/2023/01563,Addition of Two Classrooms and Laboratory Block at Govt High School Gram Panchayat Office,Addition of Two Classrooms and Laboratory Block at Govt High School Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,22-02-2023,1001695,sanction_amount in Rupees,Work Completed,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG312/2023/01564,Community Public Sanitation Block with Bio-Digester at Govt School Campus,Community Public Sanitation Block with Bio-Digester at Govt School Campus. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,18-03-2023,2535707,sanction_amount in Rupees,Financial Sanction Approved,No
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Div Jagatsinghpur,WS/JAG439/2023/01565,Emergency Interlock Tile Pavement near Sector 4,Emergency Interlock Tile Pavement near Sector 4. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,27-04-2023,696411,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Div Jagatsinghpur,WS/JAG816/2023/01566,Bituminous Road Overhaul between Village Canal Bridge and Main Highway,Bituminous Road Overhaul between Village Canal Bridge and Main Highway. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,20-04-2023,542421,sanction_amount in Rupees,Administrative Sanction Accorded,No
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B DIVISION JAGATSINGHPUR,WS/JAG406/2023/01567,Procurement of Advance Life Support Ambulance for Sub-district Hospital Govt School Campus,Procurement of Advance Life Support Ambulance for Sub-district Hospital Govt School Campus. Approved under MPLADS scheme guidelines. Phase 3 execution.,Health & Education,02-04-2023,446844,sanction_amount in Rupees,Work Completed,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B DIVISION JAGATSINGHPUR,WS/JAG811/2023/01568,Procurement of Advance Life Support Ambulance for Sub-district Hospital Main Bazaar,Procurement of Advance Life Support Ambulance for Sub-district Hospital Main Bazaar. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,16-05-2023,3091771,sanction_amount in Rupees,Work Completed,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG595/2023/01569,Installation of Solar Powered Submersible Tube Wells at Main Bazaar,Installation of Solar Powered Submersible Tube Wells at Main Bazaar. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,17-06-2023,1498316,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B  Division  Jagatsinghpur,WS/JAG738/2023/01570,Procurement of Advance Life Support Ambulance for Sub-district Hospital Railway Station Road,Procurement of Advance Life Support Ambulance for Sub-district Hospital Railway Station Road. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,17-06-2023,898214,sanction_amount in Rupees,Work Completed,No
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,r&b division jagatsinghpur,WS/JAG298/2023/01571,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Canal Bridge,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Canal Bridge. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,23-08-2023,570055,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Div Jagatsinghpur,WS/JAG524/2023/01572,Bituminous Road Overhaul between Village Outer Ring Road and Main Highway,Bituminous Road Overhaul between Village Outer Ring Road and Main Highway. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,26-08-2023,556743,sanction_amount in Rupees,Work Completed,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Div Jagatsinghpur,WS/JAG806/2023/01573,Public Library and Reading Room Building at Primary Health Centre,Public Library and Reading Room Building at Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 3 execution.,Public Infrastructure & Community Halls,01-08-2023,559368,sanction_amount in Rupees,Work Completed,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,r&b division jagatsinghpur,WS/JAG106/2023/01574,Widening & Culvert Reconstruction at Bus Stand Junction,Widening & Culvert Reconstruction at Bus Stand Junction. Approved under MPLADS scheme guidelines. Phase 4 execution.,Roads & Bridges,18-08-2023,874074,sanction_amount in Rupees,Financial Sanction Approved,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG585/2023/01575,Overhead Drinking Water Reservoir & Distribution Line at Railway Station Road,Overhead Drinking Water Reservoir & Distribution Line at Railway Station Road. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,22-10-2023,2048060,sanction_amount in Rupees,Financial Sanction Approved,No
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B  Division  Jagatsinghpur,WS/JAG678/2023/01576,High-Mast LED Street Lighting System across 8 junctions in Ward 12,High-Mast LED Street Lighting System across 8 junctions in Ward 12. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,27-12-2023,433802,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B Division Jagatsinghpur,WS/JAG914/2023/01577,Emergency Interlock Tile Pavement near Govt School Campus,Emergency Interlock Tile Pavement near Govt School Campus. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,26-12-2023,578347,sanction_amount in Rupees,Work Completed,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,R&B  Division  Jagatsinghpur,WS/JAG269/2023/01578,Community Public Sanitation Block with Bio-Digester at Sector 4,Community Public Sanitation Block with Bio-Digester at Sector 4. Approved under MPLADS scheme guidelines. Phase 3 execution.,Water Supply & Sanitation,21-12-2023,601165,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Odisha,Jagatsinghpur,Jagatsinghpur,17th Lok Sabha,Lok Sabha MP,Rajashree Mallick,r&b division jagatsinghpur,WS/JAG132/2023/01579,Installation of Solar Powered Submersible Tube Wells at Bus Stand,Installation of Solar Powered Submersible Tube Wells at Bus Stand. Approved under MPLADS scheme guidelines. Phase 4 execution.,Water Supply & Sanitation,28-12-2023,697723,sanction_amount in Rupees,Work Completed,Yes
